"name","taxon","phylum","source"
"Neisseria macacae","496","Proteobacteria","Lagier_2016"
"Neisseria meningitidis","487","Proteobacteria","Lagier_2016"
"Neisseria mucosa","488","Proteobacteria","Lagier_2016"
"Neisseria perflava","33053","Proteobacteria","Lagier_2016"
"Neofamilia massiliensis","1673724","Firmicutes","Lagier_2016"
"Nesterenkonia massiliensis","1232429","Actinobacteria","Lagier_2016"
"Niameyia massiliensis","1658108","Firmicutes","Lagier_2016"
"Nigerium massiliense","1522317","Actinobacteria","Lagier_2016"
"Nosocomiicoccus massiliensis","1232430","Firmicutes","Lagier_2016"
"Numidum massiliense","1522315","Firmicutes","Lagier_2016"
"Oceanobacillus iheyensis","182710","Firmicutes","Lagier_2016"
"Oceanobacillus jeddahense","1462527","Firmicutes","Lagier_2016"
"Oceanobacillus manasiensis","586413","Firmicutes","Lagier_2016"
"Oceanobacillus massiliensis","1465765","Firmicutes","Lagier_2016"
"Oceanobacillus oncorhynchi","545501","Firmicutes","Lagier_2016"
"Oceanobacillus picturae","171693","Firmicutes","Lagier_2016"
"Oceanobacillus sojae","582851","Firmicutes","Lagier_2016"
"Ochrobactrum anthropi","529","Proteobacteria","Lagier_2016"
"Ochrobactrum tritici","94626","Proteobacteria","Lagier_2016"
"Odoribacter splanchnicus","28118","Bacteroidetes","Lagier_2016"
"Oerskovia turbata","1713","Actinobacteria","Lagier_2016"
"Oligella urethralis","90245","Proteobacteria","Lagier_2016"
"Olsenella massiliensis",NA,"Actinobacteria","Lagier_2016"
"Olsenella phoceensis",NA,"Actinobacteria","Lagier_2016"
"Olsenella provencensis","1852386","Actinobacteria","Lagier_2016"
"Olsenella timonensis","1805478","Actinobacteria","Lagier_2016"
"Olsenella uli","133926","Actinobacteria","Lagier_2016"
"Ornithinibacillus contaminans","694055","Firmicutes","Lagier_2016"
"Oscilibacter massiliensis","1841866","Firmicutes","Lagier_2016"
"Pacaella massiliensis","1871009","Synergistetes","Lagier_2016"
"Paenibacillus abekawaensis","244733","Firmicutes","Lagier_2016"
"Paenibacillus alvei","44250","Firmicutes","Lagier_2016"
"Paenibacillus amylolyticus","1451","Firmicutes","Lagier_2016"
"Paenibacillus anaericanus","170367","Firmicutes","Lagier_2016"
"Paenibacillus antibioticophila","1274374","Firmicutes","Lagier_2016"
"Paenibacillus azoreducens","116718","Firmicutes","Lagier_2016"
"Paenibacillus barcinonensis","198119","Firmicutes","Lagier_2016"
"Paenibacillus barengoltzii","343517","Firmicutes","Lagier_2016"
"Paenibacillus borealis","160799","Firmicutes","Lagier_2016"
"Paenibacillus bouchesdurhonensis","1870990","Firmicutes","Lagier_2016"
"Paenibacillus cineris","237530","Firmicutes","Lagier_2016"
"Paenibacillus dendritiformis","130049","Firmicutes","Lagier_2016"
"Paenibacillus favisporus","221028","Firmicutes","Lagier_2016"
"Paenibacillus glucanolyticus","59843","Firmicutes","Lagier_2016"
"Paenibacillus ihumii","687436","Firmicutes","Lagier_2016"
"Paenibacillus illinoisensis","59845","Firmicutes","Lagier_2016"
"Paenibacillus jamilae","114136","Firmicutes","Lagier_2016"
"Paenibacillus lactis","228574","Firmicutes","Lagier_2016"
"Paenibacillus larvae","1464","Firmicutes","Lagier_2016"
"Paenibacillus lautus","1401","Firmicutes","Lagier_2016"
"Paenibacillus macerans","44252","Firmicutes","Lagier_2016"
"Paenibacillus marasmiensis",NA,"Firmicutes","Lagier_2016"
"Paenibacillus motobuensis","295324","Firmicutes","Lagier_2016"
"Paenibacillus naphthalenovorans","162209","Firmicutes","Lagier_2016"
"Paenibacillus numidis",NA,"Firmicutes","Lagier_2016"
"Paenibacillus odorifer","189426","Firmicutes","Lagier_2016"
"Paenibacillus pabuli","1472","Firmicutes","Lagier_2016"
"Paenibacillus pasadenensis","217090","Firmicutes","Lagier_2016"
"Paenibacillus phoceensis","1776378","Firmicutes","Lagier_2016"
"Paenibacillus polymyxa","1406","Firmicutes","Lagier_2016"
"Paenibacillus provencensis","441151","Firmicutes","Lagier_2016"
"Paenibacillus pueri","512397","Firmicutes","Lagier_2016"
"Paenibacillus rhizosphaerae","297318","Firmicutes","Lagier_2016"
"Paenibacillus rubiinfantis",NA,"Firmicutes","Lagier_2016"
"Paenibacillus senegalomassiliensis","1737426","Firmicutes","Lagier_2016"
"Paenibacillus stellifer","169760","Firmicutes","Lagier_2016"
"Paenibacillus thiaminolyticus","49283","Firmicutes","Lagier_2016"
"Paenibacillus timonensis","225915","Firmicutes","Lagier_2016"
"Paenibacillus touaregensis",NA,"Firmicutes","Lagier_2016"
"Paenibacillus typhae","1174501","Firmicutes","Lagier_2016"
"Paenibacillus tyraminigenes",NA,"Firmicutes","Lagier_2016"
"Paenibacillus urinalis","521520","Firmicutes","Lagier_2016"
"Paenibacillus xylanilyticus","248903","Firmicutes","Lagier_2016"
"Pantoea agglomerans","549","Proteobacteria","Lagier_2016"
"Pantoea calida","665913","Proteobacteria","Lagier_2016"
"Pantoea septica","472695","Proteobacteria","Lagier_2016"
"Parabacteroides distasonis","823","Bacteroidetes","Lagier_2016"
"Parabacteroides faecis","1217282","Bacteroidetes","Lagier_2016"
"Parabacteroides goldsteinii","328812","Bacteroidetes","Lagier_2016"
"Parabacteroides gordonii","574930","Bacteroidetes","Lagier_2016"
"Parabacteroides johnsonii","387661","Bacteroidetes","Lagier_2016"
"Parabacteroides massiliense",NA,"Bacteroidetes","Lagier_2016"
"Parabacteroides merdae","46503","Bacteroidetes","Lagier_2016"
"Paracoccus yeei","147645","Proteobacteria","Lagier_2016"
"Paraliobacillus massiliensis",NA,"Firmicutes","Lagier_2016"
"Paraliobacillus quinghaiensis","470815","Firmicutes","Lagier_2016"
"Paraprevotella clara","454154","Bacteroidetes","Lagier_2016"
"Parasutterella excrementihominis","487175","Proteobacteria","Lagier_2016"
"Parvimonas micra","33033","Firmicutes","Lagier_2016"
"Paucisalibacillus globulus","351095","Firmicutes","Lagier_2016"
"Pediococcus acidilactici","1254","Firmicutes","Lagier_2016"
"Pediococcus pentosaceus","1255","Firmicutes","Lagier_2016"
"Peptoniphilus asaccharolyticus","1258","Firmicutes","Lagier_2016"
"Peptoniphilus duodenumensis",NA,"Firmicutes","Lagier_2016"
"Peptoniphilus gorbachii","411567","Firmicutes","Lagier_2016"
"Peptoniphilus grossensis","1465756","Firmicutes","Lagier_2016"
"Peptoniphilus harei","54005","Firmicutes","Lagier_2016"
"Peptoniphilus koenoeneniae","507751","Firmicutes","Lagier_2016"
"Peptoniphilus lacriminalis",NA,"Firmicutes","Lagier_2016"
"Peptoniphilus obesihominis","1472765","Firmicutes","Lagier_2016"
"Peptoniphilus pacaensis",NA,"Firmicutes","Lagier_2016"
"Peptoniphilus phoceensis","1720298","Firmicutes","Lagier_2016"
"Peptoniphilus senegalensis","1465757","Firmicutes","Lagier_2016"
"Peptoniphilus timonensis","1268254","Firmicutes","Lagier_2016"
"Peptostreptococcus russellii","215200","Proteobacteria","Lagier_2016"
"Petrimonas sulfuriphila","285070","Bacteroidetes","Lagier_2016"
"Phascalarctobacterium succinatutens",NA,"Firmicutes","Lagier_2016"
"Phascolarctobacterium faecium","33025","Firmicutes","Lagier_2016"
"Phocea massiliensis","1841867","Firmicutes","Lagier_2016"
"Planococcus massiliensis","1499687","Firmicutes","Lagier_2016"
"Planococcus rifietoensis","200991","Firmicutes","Lagier_2016"
"Planomicrobium okeanokoites","244","Firmicutes","Lagier_2016"
"Polynesia massiliensis",NA,"Firmicutes","Lagier_2016"
"Porphyromonas bennonis","501496","Bacteroidetes","Lagier_2016"
"Prevotella bergensis","242750","Bacteroidetes","Lagier_2016"
"Prevotella buccae","28126","Bacteroidetes","Lagier_2016"
"Prevotella caccae",NA,"Bacteroidetes","Lagier_2016"
"Prevotella copri","165179","Bacteroidetes","Lagier_2016"
"Prevotella corporis","28128","Bacteroidetes","Lagier_2016"
"Prevotella denticola","28129","Bacteroidetes","Lagier_2016"
"Prevotella intermedia","28131","Bacteroidetes","Lagier_2016"
"Prevotella jejuni","1177574","Bacteroidetes","Lagier_2016"
"Prevotella melaninogenica","28132","Bacteroidetes","Lagier_2016"
"Prevotella oralis","28134","Bacteroidetes","Lagier_2016"
"Prevotella phoceensis","938295","Bacteroidetes","Lagier_2016"
"Prevotella provencensis",NA,"Bacteroidetes","Lagier_2016"
"Prevotella veroralis","28137","Bacteroidetes","Lagier_2016"
"Prevotellamassilia timonensis","1852370","Bacteroidetes","Lagier_2016"
"Propionibacterium acidifaciens","556499","Actinobacteria","Lagier_2016"
"Propionibacterium acidipropionici","1748","Actinobacteria","Lagier_2016"
"Propionibacterium acnes","1747","Actinobacteria","Lagier_2016"
"Propionibacterium avidum","33010","Actinobacteria","Lagier_2016"
"Propionibacterium granulosum","33011","Actinobacteria","Lagier_2016"
"Propionimicrobium lymphophilum","33012","Actinobacteria","Lagier_2016"
"Proteus mirabilis","584","Proteobacteria","Lagier_2016"
"Proteus penneri","102862","Proteobacteria","Lagier_2016"
"Proteus vulgaris","585","Proteobacteria","Lagier_2016"
"Provencella massiliensis",NA,"Firmicutes","Lagier_2016"
"Providencia alcalifaciens","126385","Proteobacteria","Lagier_2016"
"Providencia heimbachae","333962","Proteobacteria","Lagier_2016"
"Providencia rettgeri","587","Proteobacteria","Lagier_2016"
"Providencia stuartii","588","Proteobacteria","Lagier_2016"
"Pseudochrobactrum asaccharolyticum","354351","Proteobacteria","Lagier_2016"
"Pseudoclavibacter alba","272241","Actinobacteria","Lagier_2016"
"Pseudomonas aeruginosa","287","Proteobacteria","Lagier_2016"
"Pseudomonas alcaligenes","43263","Proteobacteria","Lagier_2016"
"Pseudomonas bauzanensis","653930","Proteobacteria","Lagier_2016"
"Pseudomonas boreopolis","86183","Proteobacteria","Lagier_2016"
"Pseudomonas caricapapayae","46678","Proteobacteria","Lagier_2016"
"Pseudomonas chlororaphis","587753","Proteobacteria","Lagier_2016"
"Pseudomonas fluorescens","294","Proteobacteria","Lagier_2016"
"Pseudomonas fragi","296","Proteobacteria","Lagier_2016"
"Pseudomonas fulva","47880","Proteobacteria","Lagier_2016"
"Pseudomonas gessardii","78544","Proteobacteria","Lagier_2016"
"Pseudomonas halophila","86177","Proteobacteria","Lagier_2016"
"Pseudomonas japonica","256466","Proteobacteria","Lagier_2016"
"Pseudomonas libanensis","75588","Proteobacteria","Lagier_2016"
"Pseudomonas lundensis","86185","Proteobacteria","Lagier_2016"
"Pseudomonas luteola","47886","Proteobacteria","Lagier_2016"
"Pseudomonas massiliensis","522492","Proteobacteria","Lagier_2016"
"Pseudomonas migulae","78543","Proteobacteria","Lagier_2016"
"Pseudomonas monteilii","76759","Proteobacteria","Lagier_2016"
"Pseudomonas mosselii","78327","Proteobacteria","Lagier_2016"
"Pseudomonas oryzihabitans","47885","Proteobacteria","Lagier_2016"
"Pseudomonas putida","303","Proteobacteria","Lagier_2016"
"Pseudomonas rhodesiae","76760","Proteobacteria","Lagier_2016"
"Pseudomonas stutzeri","316","Proteobacteria","Lagier_2016"
"Pseudomonas taetrolens","47884","Proteobacteria","Lagier_2016"
"Pseudomonas tolaasii","29442","Proteobacteria","Lagier_2016"
"Pseudomonas xanthomarina","271420","Proteobacteria","Lagier_2016"
"Pseudoramibacter alactolyticus","113287","Firmicutes","Lagier_2016"
"Psychrobacter faecalis","180588","Proteobacteria","Lagier_2016"
"Psychrobacter phenylpyruvicus","29432","Proteobacteria","Lagier_2016"
"Psychrobacter pulmonis","228654","Proteobacteria","Lagier_2016"
"Pyramidobacter piscolens","638849","Synergistetes","Lagier_2016"
"Raoultella ornithinolytica","54291","Proteobacteria","Lagier_2016"
"Raoultella planticola","575","Proteobacteria","Lagier_2016"
"Raoultibacter massiliensis","1852371","Actinobacteria","Lagier_2016"
"Rhizobacterium radiobacter",NA,"Proteobacteria","Lagier_2016"
"Rhodococcus erythropolis","1833","Actinobacteria","Lagier_2016"
"Rhodococcus rhodochrous","1829","Actinobacteria","Lagier_2016"
"Robinsoniella peoriensis","180332","Firmicutes","Lagier_2016"
"Romboutsia lituseburensis","1537","Firmicutes","Lagier_2016"
"Romboutsia massiliensis",NA,"Firmicutes","Lagier_2016"
"Romboutsia timonensis","1776391","Firmicutes","Lagier_2016"
"Roseomonas genomospecies",NA,"Proteobacteria","Lagier_2016"
"Roseomonas gilardii","257708","Proteobacteria","Lagier_2016"
"Roseomonas mucosa","207340","Proteobacteria","Lagier_2016"
"Rothia aeria","172042","Actinobacteria","Lagier_2016"
"Rothia dentocariosa","2047","Actinobacteria","Lagier_2016"
"Rothia mucilaginosa","43675","Actinobacteria","Lagier_2016"
"Rothia terrae","396015","Actinobacteria","Lagier_2016"
"Rubeoparvulum massiliense","1631346","Firmicutes","Lagier_2016"
"Rubiinfantum massiliense",NA,"Firmicutes","Lagier_2016"
"Ruminiclostridium massiliense","1870991","Firmicutes","Lagier_2016"
"Ruminococcus gauvreauii","438033","Firmicutes","Lagier_2016"
"Ruminococcus gnavus","33038","Firmicutes","Lagier_2016"
"Ruminococcus massiliensis","1095771","Firmicutes","Lagier_2016"
"Ruminococcus obeum","40520","Firmicutes","Lagier_2016"
"Ruminococcus phoceensis",NA,"Firmicutes","Lagier_2016"
"Ruminococcus timonensis",NA,"Firmicutes","Lagier_2016"
"Rummeliibacillus pycnus","101070","Firmicutes","Lagier_2016"
"Rummeliibacillus suwonensis","1306154","Firmicutes","Lagier_2016"
"Rummeliibacilus stabekisii",NA,"Firmicutes","Lagier_2016"
"Salimicrobium jeotgali","1230341","Firmicutes","Lagier_2016"
"Salinisphaera halophila","1304158","Proteobacteria","Lagier_2016"
"Salinivibrio costicola","51367","Proteobacteria","Lagier_2016"
"Salmonella enterica","28901","Proteobacteria","Lagier_2016"
"Salmonella enteritidis","149539","Proteobacteria","Lagier_2016"
"Salmonella typhi","90370","Proteobacteria","Lagier_2016"
"Sanguibacteroides massiliense",NA,"Bacteroidetes","Lagier_2016"
"Sarcina ventriculi","1267","Firmicutes","Lagier_2016"
"Selenomonas sputigena","69823","Firmicutes","Lagier_2016"
"Senegalia massiliensis","1720316","Firmicutes","Lagier_2016"
"Senegalimassilia anaerobia","1473216","Actinobacteria","Lagier_2016"
"Serratia marcescens","615","Proteobacteria","Lagier_2016"
"Serratia ureilytica","300181","Proteobacteria","Lagier_2016"
"Shewanella xiamenensis","332186","Proteobacteria","Lagier_2016"
"Shigella boydii","621","Proteobacteria","Lagier_2016"
"Shigella flexneri","623","Proteobacteria","Lagier_2016"
"Shigella sonnei","624","Proteobacteria","Lagier_2016"
"Slackia exigua","84109","Actinobacteria","Lagier_2016"
"Solibacillus silvestris","76853","Firmicutes","Lagier_2016"
"Solobacterium moorei","102148","Firmicutes","Lagier_2016"
"Sphingomonas aerolata","185951","Proteobacteria","Lagier_2016"
"Sporolactobacillus laevolacticus","33018","Firmicutes","Lagier_2016"
"Sporosarcina aquimarina","114975","Firmicutes","Lagier_2016"
"Sporosarcina koreensis","334735","Firmicutes","Lagier_2016"
"Sporosarcina luteola","582850","Firmicutes","Lagier_2016"
"Staphylococcus arlettae","29378","Firmicutes","Lagier_2016"
"Staphylococcus aureus","1280","Firmicutes","Lagier_2016"
"Staphylococcus auricularis","29379","Firmicutes","Lagier_2016"
"Staphylococcus capitis","29388","Firmicutes","Lagier_2016"
"Staphylococcus caprae","29380","Firmicutes","Lagier_2016"
"Staphylococcus carnosus","1281","Firmicutes","Lagier_2016"
"Staphylococcus cohnii","29382","Firmicutes","Lagier_2016"
"Staphylococcus condimenti","70255","Firmicutes","Lagier_2016"
"Staphylococcus devriesei","586733","Firmicutes","Lagier_2016"
"Staphylococcus epidermidis","1282","Firmicutes","Lagier_2016"
"Staphylococcus equorum","246432","Firmicutes","Lagier_2016"
"Staphylococcus gallinarum","1293","Firmicutes","Lagier_2016"
"Staphylococcus haemolyticus","1283","Firmicutes","Lagier_2016"
"Staphylococcus hominis","1290","Firmicutes","Lagier_2016"
"Staphylococcus hyicus","1284","Firmicutes","Lagier_2016"
"Staphylococcus jettensis","1077965","Firmicutes","Lagier_2016"
"Staphylococcus kloosii","29384","Firmicutes","Lagier_2016"
"Staphylococcus lentus","42858","Firmicutes","Lagier_2016"
"Staphylococcus lugdunensis","28035","Firmicutes","Lagier_2016"
"Staphylococcus nepalensis","214473","Firmicutes","Lagier_2016"
"Staphylococcus pasteuri","45972","Firmicutes","Lagier_2016"
"Staphylococcus petrasii","1276936","Firmicutes","Lagier_2016"
"Staphylococcus pettenkoferi","170573","Firmicutes","Lagier_2016"
"Staphylococcus saprophyticus","29385","Firmicutes","Lagier_2016"
"Staphylococcus sciuri","1296","Firmicutes","Lagier_2016"
"Staphylococcus simiae","308354","Firmicutes","Lagier_2016"
"Staphylococcus simulans","1286","Firmicutes","Lagier_2016"
"Staphylococcus succinus","61015","Firmicutes","Lagier_2016"
"Staphylococcus warneri","1292","Firmicutes","Lagier_2016"
"Staphylococcus xylosus","1288","Firmicutes","Lagier_2016"
"Stenotrophomonas acidaminiphila","128780","Proteobacteria","Lagier_2016"
"Stenotrophomonas maltophilia","40324","Proteobacteria","Lagier_2016"
"Stenotrophomonas rhizophila","216778","Proteobacteria","Lagier_2016"
"Stoquefichus jeddahensis",NA,"Firmicutes","Lagier_2016"
"Streptococcus agalactiae","1311","Firmicutes","Lagier_2016"
"Streptococcus alactolyticus","29389","Firmicutes","Lagier_2016"
"Streptococcus anginosus","1328","Firmicutes","Lagier_2016"
"Streptococcus australis","113107","Firmicutes","Lagier_2016"
"Streptococcus castoreus","254786","Firmicutes","Lagier_2016"
"Streptococcus constellatus","76860","Firmicutes","Lagier_2016"
"Streptococcus cristatus","45634","Firmicutes","Lagier_2016"
"Streptococcus dysgalactiae","1334","Firmicutes","Lagier_2016"
"Streptococcus equinus","1335","Firmicutes","Lagier_2016"
"Streptococcus gallolyticus","315405","Firmicutes","Lagier_2016"
"Streptococcus gordonii","1302","Firmicutes","Lagier_2016"
"Streptococcus infantarius","102684","Firmicutes","Lagier_2016"
"Streptococcus infantis","68892","Firmicutes","Lagier_2016"
"Streptococcus lutetiensis","150055","Firmicutes","Lagier_2016"
"Streptococcus mitis","28037","Firmicutes","Lagier_2016"
"Streptococcus mutans","1309","Firmicutes","Lagier_2016"
"Streptococcus oralis","1303","Firmicutes","Lagier_2016"
"Streptococcus parasanguinis","1318","Firmicutes","Lagier_2016"
"Streptococcus peroris","68891","Firmicutes","Lagier_2016"
"Streptococcus pleomorphus","1323","Firmicutes","Lagier_2016"
"Streptococcus pneumoniae","1313","Firmicutes","Lagier_2016"
"Streptococcus salivarius","1304","Firmicutes","Lagier_2016"
"Streptococcus sanguinis","1305","Firmicutes","Lagier_2016"
"Streptococcus sobrinus","1310","Firmicutes","Lagier_2016"
"Streptococcus thermophilus","1308","Firmicutes","Lagier_2016"
"Streptococcus tigurinus","1077464","Firmicutes","Lagier_2016"
"Streptococcus timonensis","1852387","Firmicutes","Lagier_2016"
"Streptococcus uberis","1349","Firmicutes","Lagier_2016"
"Streptococcus vestibularis","1343","Firmicutes","Lagier_2016"
"Streptomyces koyangensis","188770","Firmicutes","Lagier_2016"
"Streptomyces thermoviolaceus","1952","Actinobacteria","Lagier_2016"
"Subdoligranulum variabile","214851","Firmicutes","Lagier_2016"
"Sutterella massiliensis","1816689","Proteobacteria","Lagier_2016"
"Sutterella wadsworthensis","40545","Proteobacteria","Lagier_2016"
"Terribacillus aidingensis","586416","Firmicutes","Lagier_2016"
"Terribacillus halophilus","361279","Firmicutes","Lagier_2016"
"Terrisporobacter glycolicus","36841","Firmicutes","Lagier_2016"
"Terrisporobacter mayombei","1541","Firmicutes","Lagier_2016"
"Tessaracoccus massiliensis","1522311","Actinobacteria","Lagier_2016"
"Tetragenococcus koreensis","290335","Firmicutes","Lagier_2016"
"Thalassobacillus devorans","279813","Firmicutes","Lagier_2016"
"Thalassobacillus massiliensis",NA,"Firmicutes","Lagier_2016"
"Thermoactinomyces sanguinis","110099","Firmicutes","Lagier_2016"
"Tidjanibacter massiliensis","1871003","Bacteroidetes","Lagier_2016"
"Tissierella praeacuta","43131","Firmicutes","Lagier_2016"
"Tropheryma whipplei","2039","Actinobacteria","Lagier_2016"
"Trueperella bernardiae","59561","Actinobacteria","Lagier_2016"
"Trueperella pyogenes","1661","Actinobacteria","Lagier_2016"
"Turicella otitidis","29321","Actinobacteria","Lagier_2016"
"Turicibacter sanguinis","154288","Firmicutes","Lagier_2016"
"Tyzzerella massiliensis",NA,"Firmicutes","Lagier_2016"
"Urmitella massiliensis","1631345","Firmicutes","Lagier_2016"
"Urmitella timonensis","1870994","Firmicutes","Lagier_2016"
"Vagococcus fluvialis","2738","Firmicutes","Lagier_2016"
"Vagococcus lutrae","81947","Firmicutes","Lagier_2016"
"Vagococcus penaei","633807","Firmicutes","Lagier_2016"
"Vagococcus teuberi","519472","Firmicutes","Lagier_2016"
"Varibaculum cambriense","184870","Actinobacteria","Lagier_2016"
"Veillonella atypica","39777","Firmicutes","Lagier_2016"
"Veillonella denticariosi","419208","Firmicutes","Lagier_2016"
"Veillonella dispar","39778","Firmicutes","Lagier_2016"
"Veillonella parvula","29466","Firmicutes","Lagier_2016"
"Victivallis vadensis","172901","Lentisphaerae","Lagier_2016"
"Virgibacillus dokdonensis","302167","Firmicutes","Lagier_2016"
"Virgibacillus halodenitrificans","1482","Firmicutes","Lagier_2016"
"Virgibacillus massiliensis","1462526","Firmicutes","Lagier_2016"
"Virgibacillus pantothenticus","1473","Firmicutes","Lagier_2016"
"Virgibacillus proomii","84407","Firmicutes","Lagier_2016"
"Virgibacillus senegalensis","1499679","Firmicutes","Lagier_2016"
"Virgibacillus siamensis","480071","Firmicutes","Lagier_2016"
"Vitreoscilla massiliensis","1689272","Proteobacteria","Lagier_2016"
"Weeksella virosa","1014","Bacteroidetes","Lagier_2016"
"Weissella cibaria","137591","Firmicutes","Lagier_2016"
"Weissella confusa","1583","Firmicutes","Lagier_2016"
"Weissella paramesenteroides","1249","Firmicutes","Lagier_2016"
"Weissella viridescens","1629","Firmicutes","Lagier_2016"
"Xanthomonas massiliensis","1720302","Proteobacteria","Lagier_2016"
"Yersinia aleksiciae","263819","Proteobacteria","Lagier_2016"
"Yersinia bercovieri","634","Proteobacteria","Lagier_2016"
"Yersinia enterocolitica","630","Proteobacteria","Lagier_2016"
"Yersinia intermedia","631","Proteobacteria","Lagier_2016"
"Yersinia kristensenii","28152","Proteobacteria","Lagier_2016"
"Yersinia mollaretii","33060","Proteobacteria","Lagier_2016"
"Zimmermannella faecalis","272240","Actinobacteria","Lagier_2016"
"Actinomyces canis","100469","Actinobacteria","Rajilic-Stojanovic_2014"
"Actinomyces cardiffensis","181487","Actinobacteria","Rajilic-Stojanovic_2014"
"Actinomyces georgiae","52768","Actinobacteria","Rajilic-Stojanovic_2014"
"Actinomyces graevenitzii","55565","Actinobacteria","Rajilic-Stojanovic_2014"
"Actinomyces grossensis","1118058","Actinobacteria","Rajilic-Stojanovic_2014"
"Actinomyces naeslundii","1655","Actinobacteria","Rajilic-Stojanovic_2014"
"Actinomyces odontolyticus","1660","Actinobacteria","Rajilic-Stojanovic_2014"
"Actinomyces oris","544580","Actinobacteria","Rajilic-Stojanovic_2014"
"Actinomyces radingae","131110","Actinobacteria","Rajilic-Stojanovic_2014"
"Actinomyces turicensis","131111","Actinobacteria","Rajilic-Stojanovic_2014"
"Actinomyces viscosus","1656","Actinobacteria","Rajilic-Stojanovic_2014"
"Actinomyces urogenitalis","103621","Actinobacteria","Rajilic-Stojanovic_2014"
"Arcanobacterium haemolyticum","28264","Actinobacteria","Rajilic-Stojanovic_2014"
"Arcanobacterium pyogenes","1661","Actinobacteria","Rajilic-Stojanovic_2014"
"Mobiluncus curtisii","2051","Actinobacteria","Rajilic-Stojanovic_2014"
"Varibaculum cambriense","184870","Actinobacteria","Rajilic-Stojanovic_2014"
"Trueperella bernardiae","59561","Actinobacteria","Rajilic-Stojanovic_2014"
"Georgenia muralis","154117","Actinobacteria","Rajilic-Stojanovic_2014"
"Brevibacterium casei","33889","Actinobacteria","Rajilic-Stojanovic_2014"
"Brevibacterium epidermidis","1698","Actinobacteria","Rajilic-Stojanovic_2014"
"Brevibacterium halotolerans","260554","Actinobacteria","Rajilic-Stojanovic_2014"
"Brevibacterium iodinum","31943","Actinobacteria","Rajilic-Stojanovic_2014"
"Brevibacterium linens","1703","Actinobacteria","Rajilic-Stojanovic_2014"
"Brevibacterium massiliense","479117","Actinobacteria","Rajilic-Stojanovic_2014"
"Brevibacterium pityocampae","506594","Actinobacteria","Rajilic-Stojanovic_2014"
"Brevibacterium ravenspurgense","479117","Actinobacteria","Rajilic-Stojanovic_2014"
"Brevibacterium senegalense","1033736","Actinobacteria","Rajilic-Stojanovic_2014"
"Cellulomonas composti","266130","Actinobacteria","Rajilic-Stojanovic_2014"
"Cellulomonas denverensis","264297","Actinobacteria","Rajilic-Stojanovic_2014"
"Cellulomonas massiliensis","1465811","Actinobacteria","Rajilic-Stojanovic_2014"
"Cellulomonas parahominis","285079","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium ammoniagenes","1697","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium afermentans","38286","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium amycolatum","43765","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium appendicis","163202","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium aurimucosum","169292","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium coyleae","53374","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium durum","61592","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium freneyi","134034","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium glaucum","187491","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium glucuronolyticum","39791","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium kroppenstedtii","161879","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium minutissimum","38301","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium mucifaciens","57171","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium propinquum","43769","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium pseudodiphthericum","37637","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium sanguinis","570374","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium simulans","146827","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium striatum","43770","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium sundsvallense","161902","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium tuberculostearicum","38304","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium ulcerans","65058","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium ureicelerivorans","401472","Actinobacteria","Rajilic-Stojanovic_2014"
"Corynebacterium xerosis","1725","Actinobacteria","Rajilic-Stojanovic_2014"
"Brachybacterium paraconglomeratum","173362","Actinobacteria","Rajilic-Stojanovic_2014"
"Dermabacter hominis","36740","Actinobacteria","Rajilic-Stojanovic_2014"
"Dermacoccus nishinomiyaensis","1274","Actinobacteria","Rajilic-Stojanovic_2014"
"Kytococcus schroeteri","138300","Actinobacteria","Rajilic-Stojanovic_2014"
"Kytococcus sedentarius","1276","Actinobacteria","Rajilic-Stojanovic_2014"
"Dietzia cinnamea","321318","Actinobacteria","Rajilic-Stojanovic_2014"
"Dietzia maris","37915","Actinobacteria","Rajilic-Stojanovic_2014"
"Dietzia natronolimnaea","161920","Actinobacteria","Rajilic-Stojanovic_2014"
"Blastococcus massiliensis","1470358","Actinobacteria","Rajilic-Stojanovic_2014"
