Phylum,Class-Order,Family,Species,Reference,Genome sequence
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces canis,"(McLaughlin et al., 2010)",none
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces cardiffensis,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces georgiae,"(Lagier et al., 2012)",NZ_AKFS01000302.1
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces graevenitzii,"(Eckburg et al., 2005)",NZ_JH470338.1
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces grossensis,"(Lagier et al., 2012)",NZ_CAGY01000001.1
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces naeslundii,"(Finegold et al., 1977)",NZ_ALJK01000149.1
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces odontolyticus,"(Lagier et al., 2012)",NZ_DS264586.1
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces oris,"(Lagier et al., 2012)",NZ_BABV01000691.1
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces radingae,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces turicensis,"(Walker et al., 2011)",NZ_JH815208.1
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces viscosus,"(Bik et al., 2006)",none
Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces urogenitalis,"(Favier et al., 2002)",NZ_DS999576.1
Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium haemolyticum,"(Lagier et al., 2012)",NC_014218.1
Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium pyogenes,"(Taylor et al., 1985)",none
Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus curtisii,"(Lagier et al., 2012)",NC_014246.1
Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum cambriense,"(Lagier et al., 2012)",NZ_ATUF01000002.1
Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella bernardiae,"(Yassin et al., 2011; Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Bogoriellaceae,Georgenia muralis,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium casei,"(Lagier et al., 2012)",NZ_AMSP01000001.1
Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium epidermidis,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium halotolerans,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium iodinum,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium linens,"(Lagier et al., 2012)",NZ_AAGP01000003.1
Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium massiliense,"(Pfleiderer et al., 2013)",NZ_CAJD01000009.1
Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium pityocampae,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium ravenspurgense,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium senegalense,"(Lagier et al., 2012)",NZ_CAHK01000065.1
Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas composti,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas denverensis,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas massiliensis,"(Lagier et al., 2012)",NZ_HE978592.1
Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas parahominis,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium ammoniagenes,"(Cooke & Keith, 1927)",NZ_GG771310.1
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium afermentans,"(Pfleiderer et al., 2013)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium amycolatum,"(Lagier et al., 2012)",ABZU01000001.1
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium appendicis,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium aurimucosum,"(Lagier et al., 2012)",NC_012590.1
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium coyleae,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium durum,"(Eckburg et al., 2005)",NZ_KB290831.1
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium freneyi,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium glaucum,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium glucuronolyticum,"(Lagier et al., 2012)",GG667128.1
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium kroppenstedtii,"(Lagier et al., 2012)",NC_012704.1
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium minutissimum,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium mucifaciens,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium propinquum,"(Lagier et al., 2012)",NZ_AQXC01000005.1
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium pseudodiphthericum,"(Drasar & Hill, 1974)",NZ_AVFF01000041.1
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium sanguinis,"(Manichanh et al., 2008)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium simulans,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium striatum,"(Lagier et al., 2012)",NZ_GG667520.1
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium sundsvallense,"(Eckburg et al., 2005)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium tuberculostearicum,"(Lagier et al., 2012)",NZ_ACVP01000023.1
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium ulcerans,"(Drasar & Hill, 1974)",NC_015683.1
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium ureicelerivorans,"(Pfleiderer et al., 2013)",none
Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium xerosis,"(Drasar & Hill, 1974)",none
Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium paraconglomeratum,"(Manichanh et al., 2008)",NZ_AGSO01000004.1
Actinobacteria,Actinomycetales,Dermabacteraceae,Dermabacter hominis,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus nishinomiyaensis,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Dermacoccaceae,Kytococcus schroeteri,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Dermacoccaceae,Kytococcus sedentarius,"(Pfleiderer et al., 2013)",NC_013169.1
Actinobacteria,Actinomycetales,Dietziaceae,Dietzia cinnamea,"(Lagier et al., 2012)",AEKG01000136.1
Actinobacteria,Actinomycetales,Dietziaceae,Dietzia maris,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Dietziaceae,Dietzia natronolimnaea,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus massiliensis,"(Pfleiderer et al., 2013)",none
Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia rubripertincta,"(Lagier et al., 2012)",BAHB01000068.1
Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia terrae,"(McLaughlin et al., 2010)",NZ_AQPW01000004.1
Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter limosus,"(Hoyles et al., 2012)",none
Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter terrae,"(McLaughlin et al., 2010)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Agrococcus jejuensis,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Agrococcus terreus,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Curtobacterium flaccumfaciens,"(Lagier et al., 2012)",NZ_KB714628.1
Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium aurum,"(Pfleiderer et al., 2013)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium chocolatum,"(McLaughlin et al., 2010)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium foliorum,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium gubbeenense,"(Lagier et al., 2012)",AUGQ01000001.1
Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium hydrocarbonoxydans,"(Dubourg et al., 2013)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium lacticum,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium luteolum,"(Hoyles et al., 2013)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium oleivorans,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium paraoxydans,"(Lagier et al., 2012)",NZ_AQYI01000007.1
Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium phyllosphaerae,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium schleiferi,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Pseudoclavibacter massiliense,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Microbacteriaceae,Yonghaparkia alkaliphila,"(McLaughlin et al., 2010)",none
Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter albus,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter castelli,"(Lagier et al., 2012)",AUMN01000001.1
Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter oxydans,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter polychromogenes,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria halotolerans,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria kristinae,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria marina,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria palustris,"(Lagier et al., 2012)",NZ_ANHZ02000002.1
Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria rhizophila,"(Lagier et al., 2012)",NC_010617.1
Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria rosea,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus luteus,"(Finegold et al., 1974)",NC_012803.1
Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus lylae,"(Pfleiderer et al., 2013)",none
Actinobacteria,Actinomycetales,Micrococcaceae,Rothia aeria,"(Lagier et al., 2012)",NZ_KI518028.1
Actinobacteria,Actinomycetales,Micrococcaceae,Rothia dentocariosa,"(Taylor et al., 1985)",NC_014643.1
Actinobacteria,Actinomycetales,Micrococcaceae,Rothia mucilaginosa,"(Lagier et al., 2012)",NC_013715.1
Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora aurantiaca,"(Lagier et al., 2012)",NC_014391.1
Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium avium,"(Thorel et al., 1990)",NC_008595.1
Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium abscessus,"(Lagier et al., 2012)",NC_010397.1
Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium florentinum,"(Tortoli et al., 2005)",none
Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium fortuitum,"(Lagier et al., 2012)",NZ_JH814725.1
Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus equi,"(Lagier et al., 2012)",NC_014659.1
Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus erythropolis,"(Walker et al., 2011)",NC_022115.1
Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus rhodochrous,"(Lagier et al., 2012)",NZ_AGVW02000027.1
Actinobacteria,Actinomycetales,Promicromonosporaceae,Promicromonospora flava,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Promicromonosporaceae,Cellulosimicrobium cellulans,"(Lagier et al., 2012)",CAOI01000001.1
Actinobacteria,Actinomycetales,Propionibacterineae,Aeromicrobium massiliense,"(Lagier et al., 2012)",HE978636.1
Actinobacteria,Actinomycetales,Propionibacterineae,Propionibacterium acidipropionici,"(Ramotar et al., 1984)",NC_019395
Actinobacteria,Actinomycetales,Propionibacterineae,Propionibacterium acnes,"(Moore & Holdeman, 1974)",NC_018707.1
Actinobacteria,Actinomycetales,Propionibacterineae,Propionibacterium avidum,"(Eggerth, 1935)",NC_021064.1
Actinobacteria,Actinomycetales,Propionibacterineae,Propionibacterium freudenreichii,"(Lagier et al., 2012)",NC_014215.1
Actinobacteria,Actinomycetales,Propionibacterineae,Propionibacterium granulosum,"(Finegold et al., 1974)",NZ_AOST01000023.1
Actinobacteria,Actinomycetales,Propionibacterineae,Propionibacterium jensenii,"(Taylor et al., 1985)",AUDD01000001.1
Actinobacteria,Actinomycetales,Propionibacterineae,Propionibacterium propionicum,"(Ramotar et al., 1984)",NC_018142.1
Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces massiliensis,"(Pfleiderer et al., 2013)",none
Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces misionensis,"(Lagier et al., 2012)",none
Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces thermovulgaris,"(Dubourg et al., 2013)",none
Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces thermoviolaceus,"(Hoyles et al., 2012)",none
Actinobacteria,Actinomycetales,Micrococcineae,Tropheryma whipplei,"(Raoult et al., 2010)",NC_004551.1
Actinobacteria,Actinomycetales,Micrococcineae,Timonella senegalensis,"(Lagier et al., 2012)",HE978641.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium adolescentis,"(Reuter, 1963)",NC_008618.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium angulatum,"(Scardovi & Crociani, 1974)",NZ_GG663535.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium animalis,"(Pfleiderer et al., 2013)",NC_022523.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium bifidum,"(Tissier, 1900)",NC_014616.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium boum,"(Woodmansey et al., 2004)",none
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium breve,"(Reuter, 1963)",NC_017218.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium catenulatum,"(Scardovi & Crociani, 1974)",NZ_ABXY01000011.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium coryneforme,"(Woodmansey et al., 2004)",none
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium dentium,"(Scardovi & Crociani, 1974)",NC_013714.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium gallicum,"(Lauer, 1990)",NZ_ABXB03000001.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium kashiwanohense,"(Morita et al., 2011)",none
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium longum,"(Reuter, 1963)",NC_004307.2
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium mongoliense,"(Lagier et al., 2012)",none
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium pseudocatenulatum ,"(Scardovi et al., 1979)",NZ_ABXX02000002.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium pseudolongum,"(Moore & Holdeman, 1974)",NZ_ATWW01000003.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium ruminantium,"(Lagier et al., 2012)",none
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium scardovii,"(Favier et al., 2002)",none
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium stercoris,"(Kim et al., 2010)",none
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium thermophilum,"(Finegold et al., 1974)",NC_020546.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium thermacidophilum,"(Moroni et al., 2006)",AUFI01000007.1
Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia inopinata,"(Lagier et al., 2012)",NZ_GG770225.1
Actinobacteria,Coriobacteriales,Coriobacteriaceae,Asaccharobacter celatus,"(Pfleiderer et al., 2013)",none
Actinobacteria,Coriobacteriales,Coriobacteriaceae,Adlercreutzia equolifaciens,"(Maruo et al., 2008)",NC_022567.1
Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium minutum,"(Moore & Holdeman, 1974; Collins & Wallbanks, 1992)",NZ_KB822533.1
Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium parvulum,"(Finegold et al., 1974; Collins & Wallbanks, 1992)",NC_013203.1
Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium rimae,"(Lagier et al., 2012)",NZ_ACFE01000001.1
Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella aerofaciens,"(Moore & Holdeman, 1974; Kageyama et al., 1999)",NZ_AAVN02000001.1
Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella intestinalis,"(Kageyama & Benno, 2000)",NZ_GG692710.1
